etiqueta,mensaje,,,
ham,"Tessy... por favor, hazme un favor. Por favor, transmítele mis felicitaciones de cumpleaños a Nimya... por favor, no lo olvides. Hoy es su cumpleaños, Shijas.",,,
ham,Pathaya enketa maraikara pa',,,
ham,"Aunque sea mi amigo, es sacerdote, llámalo ahora.",,,
ham,"Eres tan patético, corre ya y vuelve medio muerto... Je...",,,
ham,Por eso dije que es malo que todas las chicas te conozcan... ¿Qué estás haciendo ahora?,,,
ham,O recuérdamelo en unas horas.,,,
ham,"Tenía la esperanza de no tener que enviarte este mensaje. Tengo que pagar el alquiler y no tengo suficiente. Mis ahorros se han agotado por completo. Necesito un préstamo y esperaba que pudieras ayudarme. El saldo es <#>. ¿Hay alguna manera de que pueda obtenerlo de ti hasta mediados de marzo, cuando espero poder pagarlo?",,,
ham,"Hola. ¡Feliz Año Nuevo! No quiero entrometerme, pero ¿podrías decirme cuánto pagaste de matrícula el semestre pasado y cuánto te está costando este? Gracias.",,,
ham,"Hola cariño, ¿cómo estás? Por cierto, estoy aquí. Estoy bien. Ya he tenido dos citas con el chico que conocí en Walkabout. Tenemos que vernos pronto. ¿Cómo están todos?",,,
ham,"Jaja, iba a hacerlo el mes pasado. Cobré algo, pero dejé <#> por si acaso. Estuve cobrando más durante la semana porque lo anunciaron en el blog.",,,
spam,"¡Buena suerte! El sorteo se realizará el 28 de febrero de 2006. ¡Buena suerte! Para cancelar, envíe STOP al 87239. Atención al cliente: 08708034412",,,
ham,Corto pero bonito: Sé una buena persona.,,,
ham,"Todavía no has decidido dónde, ¿eh?",,,
ham,¿Qué hora es? ¿Dónde lo tienen todavía?,,,
ham,"Sí, estoy viendo fútbol, ​​pero me preocupa que lo vayamos a echar a perder. ¿Phil Neville?",,,
ham,Espero 4 �_ dentro del aparcamiento...,,,
ham,¡Tío Abbey! Feliz Año Nuevo. Abiola,,,
ham,"Ahora soy libre, llámame papá.",,,
ham,¿Me estás diciendo que debería volver a pedir las zapatillas porque tuve que pagar por la devolución?,,,
ham,¡Deja de conocerme tan bien!,,,
ham,¡Buenas noches! Soy Roger. ¿Cómo estás?,,,
ham,Pequeño problema en la subasta :) Punj ahora le pregunta a Tiwary,,,
spam,Participa gratis en un concurso semanal para tener la oportunidad de ganar un iPod. Envía POD por SMS al 80182 para participar (tarifa de SMS estándar). Se aplican términos y condiciones. Llama al 08452810073 para más información. Mayores de 18 años.,,,
ham,"Él dice que no se lo diga a nadie. Si es así, trátame, je je je.",,,
ham,Mis tíos en Atlanta. Les deseo un excelente semestre.,,,
spam,¡Primera semana GRATIS! Tonos geniales directamente para ti cada semana. Envía NOKIA ON al 8007 para tonos Nokia clásicos o HIT ON al 8007 para tonos Poly. Nokia/150p Poly/200p 16+,,,
ham,¿Vienes a recogerme?,,,
ham,¡Qué guay! Me gustaron tus fotos. ¡Eres muy sexy!,,,
ham,¿Puedes creerlo? ¡No sabían que tenía el jueves reservado y me cancelaron OTRA VEZ! ¡Deberían despedirlos!,,,
ham,"Jaja, mejor tarde que nunca, ¿hay alguna manera de que pueda pasarme?",,,
ham,Vale. Pero yo termino a las 6.,,,
spam,"LookAtMe!: Gracias por tu compra de un videoclip en LookAtMe!, se te han cobrado 35 peniques. ¿Crees que puedes ofrecer algo mejor? ¿Por qué no envías un vídeo por MMS al 32323?",,,
ham,¡¿Me han prohibido la entrada a todas las tiendas B&Q de por vida?! ¡¿Este idiota con overol naranja se me acercó y me preguntó si quería tarimas?! ¡Así que le di el primer puñetazo!,,,
ham,"Entonces, no hay mensajes. ¿Comiste?",,,
ham,"Bueno, me voy a dormir. Espero poder verla.",,,
ham,"Lo que hace que algunas personas sean más queridas no es solo la felicidad que sientes cuando las ves, ¡sino también el dolor que sientes cuando las extrañas!",,,
ham,¿Me puedes avisar cuando sepas los detalles del viernes? Porque no estaré ni el mañana ni el viernes. Mencioné que era chino. Gracias.,,,
ham,"Tienes razón, ahora que lo pienso, sí.",,,
ham,¿Qué estás haciendo ahora?,,,
ham,¿Ha terminado tu clase?,,,
spam,sexy sexy ven y envíame un mensaje estoy mojada y caliente y lista para un poco de porno! ¿Te apetece divertirte? ESTE MENSAJE ES GRATIS MENSAJES RECIBIDOS 150P INC IVA 2 CANCELAR MENSAJE STOP,,,
ham,Te llamaré en el lugar del cliente.,,,
ham,Aún no está planeado :) Me incorporaré a la empresa el 5 de enero. No sé qué pasará después.,,,
ham,Chico; Te amo Grl: Hogolo Chico: cadena de oro kodstini Grl: Agalla Chico: collar madstini Grl: agalla Chico: Hogli 1 mutai eerulli kodthini! Grl: Me encanta U kano ;-),,,
ham,"Jaja, escuché eso, envíame un mensaje cuando estés cerca.",,,
ham,Llegaré mañana y te lo enviaré.,,,
ham,"Mierda, nena... Eso está un poco mal. Sí.",," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
ham,"¡Oh, qué tarde! Bueno, que tengas una buena noche y te llamaré mañana. Ahora me voy a dormir. Buenas noches.",,,
ham,"¡GRACIAS POR ESCRIBIRME PORQUE ESTABAS ABURRIDO! SÍ, VALE, CARIÑO, ¿ESTÁS EN LA SEMANA DEL SÁBADO? ¡PARECE QUE TE LO ESTÁS PASANDO GENIAL! SIGUE ACTUALIZANDO, CUENTA CON MUCHO AMOR, XXXXX.",,,
ham,"Lo siento, estoy en la reunión, te llamo más tarde.",,,
ham,¡Hola! ¿Cómo estás? Las chicas nunca volvieron a llamar después de la India. L,,,
ham,"Sí, pero ¿cuál es peor para mí?",,,
spam,Chat en vivo intenso 121 por solo 60 peniques/min. Elige a tu chica y conéctate EN VIVO. ¡Llama ahora al 09094646899! El servicio de chat en vivo más grande del Reino Unido. VU BCM1896WC1N3XX,,,
ham,Etiqueté a MIS amigos que tú parecías considerar como TUS amigos.,,,
spam,"Hace tiempo que no sé nada de U4. Llama para chatear sin tapujos a la línea privada 01223585334 para correrte. Si quieres fotos mías follando, envía PIX al 8552. Para terminar, envía STOP al 8552 SAM xxx",,,
ham,De acuerdo...,,,
ham,Hace mucho tiempo. ¿Te acuerdas de mí hoy?,,,
ham,"No he comprado nada ahora, acabo de llegar.",,,
ham,Gracias. ¡Más vale que funcione porque si no me sentiré utilizado!,,,
ham,¿Aceptas el reto? Yo sí :),,,
ham,¿Cuánto te costó la carcasa del disco duro?,,,
ham,¡Misterio resuelto! ¡Acabo de abrir mi correo y me ha enviado otro lote! ¡Es un encanto!,,,
ham,No puedo describir la suerte que tienes de que esté despierto al mediodía.,,,
spam,"Esta es la segunda vez que intentamos contactarte. Has ganado el premio de 1450 €. Para reclamarlo, llama al 09053750005 antes del 310303. Términos y condiciones/detener SMS 08718725756. 140 ppm",,,
ham,"HOY es el día del perdón. Si alguna vez me enojé contigo, si alguna vez me porté mal o te lastimé, por favor, por favor, ¡SOLO DATE UNA BOFETADA! Porque es tu culpa, básicamente soy BUENO.",,,
ham,Gracias por la tarjeta... ¿Ya estamos en esa época del año?,,,
spam,"FANTASÍAS CALIENTES EN VIVO llama ahora 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
ham,"Cuando la gente ve mis mensajes, piensan que soy adicta a los mensajes... Se equivocan, porque no saben que soy adicta a mis dulces amigos..!! BSLVYL",,,
ham,"Uf, ojalá la gente de Asus no haga un formateo al azar.",,,
ham,"¿No has visto mi Facebook, eh? ¡Jajaja!",,,
ham,"Mah b, lo recogeré mañana.",,,
ham,Todavía fuera de le... vienes mañana maga...,,,
ham,¿Todavía tienes cinta de teflón y una llave inglesa que nos puedas prestar?,,,
spam,"Estimado titular del cupón: Para reclamar la oferta de esta semana, visite http://www.e-tlp.co.uk/reward en su ordenador. Se aplican términos y condiciones.",,,
ham,Se volverá más difícil.,,,
spam,"¡Te vas a las Bahamas! Llama a FREEFONE al 08081560665 y habla con un operador para reclamar un crucero a las Bahamas o 2000 € en efectivo. Solo para mayores de 18 años. Para darte de baja, envía un mensaje de texto con la letra X al 07786200117.",,,
ham,Todavía estoy esperando como siempre... ¿Volveré pronto?,,,
ham,En la reunión de Da. Te llamaré.,,,
ham,K k :-):-) luego mira algunas películas.,,,
ham,¿Te apetece ir al cine y tomar algo mañana? * Hay un thriller francés del director que me gusta en Mac a las 8:30.,,,
ham,¡Son del tamaño de pastillas para elefantes y te las metes por el culo!,,,
ham,"Muchas personas parecen especiales a primera vista, pero solo unas pocas seguirán siéndolo hasta el último momento. Consérvalas hasta el final de tu vida.",,,
ham,"Mis padres, mis hijos, mis amigos y mis colegas. Todos gritando... ¡SORPRESA! y yo estaba esperando en el sofá... ... ..... ¡DESNUDO...!",,,
ham,"No sé, solo pregunto porque tengo una tarjeta con un 20% de descuento en un salón llamado Hair Sense, así que pensé que era el indicado. Córtate el pelo.",,,
ham,"¡Buenos días, pastelito! Jajaja, espero no haberte despertado.",,,
ham,TAL VEZ SI TE DESPERTARA ANTES DE LAS 3 DE LA MALDITA SEA ESTO NO SERÍA UN PROBLEMA.,,,
ham,Feliz cumpleaños a ti... querido. Con mucho amor. Rakhesh NRI,,,
ham,¿Cómo es la historia de esa persona?,,,
spam,"Esta es la segunda vez que intentamos contactarte. Has ganado el premio de 750 libras. Reclamarlo es fácil, ¡llama al 08712101358 AHORA! Solo 10 peniques por minuto. Tarifa nacional de BT",,,
ham,X2 <#>. ¿Vas a conseguir eso?,,,
ham,"Hola, nunca te preocupes por la verdad porque la verdad me llevará a tu corazón. Es lo mínimo que una persona única como tú merece. Que duermas bien o mañana",,,
spam,"UR ha ganado una escapada urbana y podrías GANAR un vale de compra de verano de 200 £ cada semana. Envía un SMS con la palabra STORE al 88039.SkilGme.TsCs087147403231 ¡Gana cada semana! Mayores de 16 años. 1,50 £ por semana.",,,
ham,¿Tu periódico sale hoy por la mañana o por la tarde?,,,
ham,Voy a lamer hasta la última gota :) ¿Estás listo para usar tu boca también?,,,
ham,¡Y tú! ¡Te esperaré cada vez que me escribas! Espero que todo salga bien mañana.,,,
ham,Genial. P Diddy es mi vecino y viene a buscar pasta de dientes todas las mañanas.,,,
ham,Tengo un número nuevo. ¿Solo usarás este? Gracias.,,,
ham,Así que es ser un hombre pinchando todos los días que te enseñan en Canadá abi! ¿Cómo estás? Solo quería saludarte.,,,
ham,7 lor... Cambio a suntec... ¿A qué hora vienes?,,,
ham,"No lo veo en la tienda online, así que pregunté.",,,
ham,Solo tengo curiosidad porque mi primo me preguntó qué estaba haciendo.,,,
ham,Bien. Bien. ¿Cómo funciona?,,,
ham,"Vale, señor... Vaya... así seguro que no nos dejan ir... Jaja... ¿Qué decían en los términos y condiciones?",,,
ham,"Jaja... Sí, ojalá habremos perdido unos kilos para el lunes. Después de que Hip Hop pueda ir al huerto y pesarnos de nuevo.",,,
ham,Ella está bien. ¿Cómo estás? ¿Dónde trabajas ahora?,,,
ham,"Oh, sí, he estado un poco indispuesta, así que he estado un poco recluida en casa.",,,
ham,También en casa.,,,
ham,Este teléfono tiene la autocorrección más extraña.,,,
ham,"¡Uy! Se me apagó el móvil y ni me di cuenta. Sí, me gusta más así.",,,
ham,No tienes que preguntar si puedes primero. O quedar para almorzar y luego quedar tú y él ya pueden. ¿O quieres ir a preguntar primero y luego confirmar conmigo lo antes posible?,,,
ham,"Ella dijo, ''¿te importa si voy al dormitorio un minuto?'' ''OK'', dije con un humor sexy. Salió 5 minutos después con un pastel... y mi esposa,",,,
ham,"¡AH SÍ, Y QUE LO PASES GENIAL EN NEWQUAY! ¡MANDAME UNA POSTAL! CUIDA DE TODAS LAS CHICAS MIENTRAS NO ESTOY (¡YA SABES DE QUIÉN HABLO!) xx",,,
ham,Nos divorciamos. Jaja. Ella está aquí.,,,
ham,¿Cuál es tu PIN?,,,
ham,"Cariño, ¿tienes suficiente dinero para comprar pan y leche? Te lo devolveré cuando llegues a casa.",,,
ham,Quiero que nieve. Hace un frío que pela y mucho viento.,,,
spam,¡URGENTE! Estamos intentando contactarte. El sorteo de hoy indica que has ganado un premio de 2000 £ GARANTIZADO. Llama al 09066358361 desde un teléfono fijo. Reclama el premio Y87. Válido solo por 12 horas.,,,
ham,Ven a la parada de autobús de Mahal.. <DECIMAL>,,,
ham,Don know:) esta semana voy a Tirunelvai da.,,,
ham,"¡Yo también, cariño! ¡Te prometo que te trataré bien! Apuesto a que tú también me cuidarás bien...",,,
ham,"Es como ese juego de Hotel Dusk, creo. Resuelves puzles en una zona...",,,
spam,"Gracias por su pedido de tono de llamada, referencia X29. Se le cobrarán 4,50 € a su móvil. Si no recibe el tono, llame al servicio de atención al cliente al 09065989180.",,,
ham,"¡Hola, mi amor! ¿Qué tal el día? Joder, esta mañana me desperté y se me cayó el móvil bajando las escaleras, pero parece que está bien... *uf* ¡Te echo de menos!",,,
ham,"Bueno, eso debe ser un fastidio de atrapar.",,,
ham,"Lo siento, da thangam. Fue mi error.",,,
ham,Necesito... Porque nunca he ido antes,,,
ham,"Rosa para rojo, rojo para sangre, sangre para corazón, corazón para ti. Pero tú para mí... Envía esto a todos tus amigos... Incluyéndome a mí... Si te gusto... Si recibes respuesta, 1- ¡Eres pobre en relaciones! 2- Necesitas a alguien que te apoye. 3- Tienes demasiados amigos. 4- Alguien te ama. 5+ Alguien está rezando a Dios para casarse contigo. :-) Inténtalo...",,,
ham,Esposa. ¿Cómo supo la hora exacta del asesinato?,,,
spam,"¡Seis oportunidades de ganar DINERO EN EFECTIVO! De 100 a 20.000 libras. Envía un mensaje de texto con el texto CSH11 al 87575. Coste: 150 peniques/día, 6 días, mayores de 16 años. Se aplican términos y condiciones. Responde con HL para obtener más información.",,,
spam,"Tu saldo actual es de 500 libras. Para maximizar tu ingreso, envía COLLECT al 83600. Solo 150 peniques por mensaje. CC: 08718720201 PO BOX 114/14 TCR/W1",,,
ham,Me siento como un idiota porque me quedo dormido y no veo tus mensajes de texto ni de Facebook. ¿Qué tal? ¿Estás en la ciudad?,,,
ham,"No, ya vendré. En camino.",,,
ham,Supongo que quiere estar solo. Podríamos simplemente aparecer y observar cuando lo hagan.,,,
ham,"El colmo del reciclaje: ¡Lee dos veces! La gente dedica tiempo a ganar dinero, ¡y ese mismo dinero se gasta en gastar tiempo! ;-) Buenos días... ¡Sigue sonriendo! :-)",,,
ham,"Sí, no viene :-(",,,
ham,"Sí, princesa. Toledo.",,,
ham,"Vale, mándame un mensaje cuando vuelvas a casa y me paso, necesito que alguien me abra la puerta.",,,
ham,Ron dice fri leh. Y dijo que ding tai feng no puede hacer reservas. Pero dijo espera lor.,,,
ham,Bien. No se permiten trajes de baño :),,,
ham,Estoy bien. Pronto terminará. Todo lo mejor.,,,
ham,Un bonito pensamiento sobre la amistad: No es necesario compartir todos tus secretos con tu amigo/a más cercano/a.,,,
ham,"Vale, te he enviado la última versión del proyecto.",,,
ham,Buenos días mi querido/a........... Que tengas un día estupendo y exitoso.,,,
ham,"Por favor, acéptame por un día. O te ruego que cambies el número.",,,
ham,"¡¡Apreaaaa!! Este es un abrazo navideño. Si te gusta mi amistad, abrázame de vuelta. Si consigues 3 eres lindo :) 6 eres amado :* 9 eres muy afortunado ;) ¿Ninguno? La gente te odia:",,,
ham,"Está bien, si alguien pregunta por mí, tú les dices... :-P",,,
ham,"Dato curioso: Nadie enseña a los volcanes a entrar en erupción, a los tsunamis a surgir, a los huracanes a moverse... Nadie enseña a elegir esposa. Los desastres naturales simplemente ocurren.",,,
ham,* ¿Vas a llamar este fin de semana o qué?,,,
ham,También localiza cualquier encendedor que puedas encontrar.,,,
ham,"Lo siento, no puedo ayudarte con esto.",,,
ham,"Cariño, necesito tu consejo.",,,
ham,"Me iré sobre las cuatro, ¿de acuerdo?",,,
ham,Ven a la facultad de medicina a las 7 pm ......reenvíalo,,,
ham,K:)k..está bien:)¿cuándo te vas?,,,
ham,Puedo prepararte lasaña... vodka...,,,
ham,"Hola, soy Kate, ¿me puedes llamar lo antes posible? XXX",,,
ham,¿Quiénes eran esas personas? ¿Estabas de gira? ¿No estabas haciendo eso del sofá que me enviaste? Tu azúcar curiosa,,,
ham,"No, pero me dijiste que ibas a ir, ¡antes de emborracharte!",,,
ham,"Se acobardó. Me envió un mensaje diciendo que llegaría tarde y que me dejaría ver, y luego no supe nada de él.",,,
spam,"¡Enhorabuena! Gracias a un buen amigo, has ganado el premio de Navidad de 2000 £. Reclamarlo es muy fácil, ¡llama ahora mismo al 08718726978! Solo 10 peniques por minuto. Tarifa nacional de BT.",,,
ham,Siempre busco una excusa para estar en la ciudad.,,,
ham,"Sí, sigo tomando café con mis amigas... Mi amiga condujo, me llevará...",,,
ham,"Oh, seguro que vas a coger el autobús.",,,
ham,¿Entonces vas a comprar Deus Ex?,,,
ham,Te los enviaré a tu correo electrónico. ¿Te importa <#> veces por noche?,,,
spam,"44 7732584351, ¿Quieres un nuevo teléfono Nokia 3510i a color entregado mañana? Con 300 minutos gratis a cualquier móvil + 100 SMS gratis + Videocámara gratis. Responde o llama al 08000930705.",,,
